sample_id,fold,fusion_model,spearman,jaccard_top5pct,jaccard_top50,entropy_image_only,entropy_fusion,n_tiles
233,1,coattention_fusion,0.46171678301670854,0.5294117647058824,0.4084507042253521,5.4291,5.476706,256
249,1,coattention_fusion,0.4357011043717097,0.5294117647058824,0.5625,5.444305,5.1988826,256
211,1,coattention_fusion,0.8363827534905012,0.4444444444444444,0.6949152542372882,5.1287136,5.349025,256
213,1,coattention_fusion,-0.4925776779583428,0.0,0.07526881720430108,5.4450226,5.529177,256
256,1,coattention_fusion,0.6201869707026778,0.625,0.6666666666666666,5.2117853,5.516839,256
277,1,coattention_fusion,0.73393296520943,0.18181818181818182,0.7241379310344828,5.4391747,5.53039,256
284,1,coattention_fusion,0.9480752174410619,0.4444444444444444,0.7857142857142857,4.999276,5.374222,256
229,1,coattention_fusion,0.8248662451361866,0.4444444444444444,0.3888888888888889,5.372363,5.4217405,256
257,1,coattention_fusion,0.6733577477683679,0.4444444444444444,0.5625,5.240622,5.2209024,256
527,1,coattention_fusion,0.820443751430533,0.7333333333333333,0.8867924528301887,4.5952606,4.745968,256
267,1,coattention_fusion,0.777995536736095,0.625,0.8181818181818182,4.928625,5.4807806,256
275,1,coattention_fusion,0.7377789539940489,0.625,0.6949152542372882,5.216934,5.3575897,256
281,1,coattention_fusion,0.8548709658960859,0.8571428571428571,0.6949152542372882,4.7487926,5.496174,256
243,1,coattention_fusion,0.465009155413138,0.7333333333333333,0.6949152542372882,5.1720867,5.536516,256
251,1,coattention_fusion,0.8892416742961775,0.3684210526315789,0.6129032258064516,5.16985,5.526362,256
259,1,coattention_fusion,0.908947270542458,0.3684210526315789,0.6949152542372882,5.216195,5.5081053,256
545,1,coattention_fusion,0.4216861696040283,0.3684210526315789,0.6129032258064516,5.1940784,5.5080614,256
565,1,coattention_fusion,0.4599197577963705,0.3684210526315789,0.25,5.4728394,5.541066,256
299,1,coattention_fusion,0.8199022945754176,0.7333333333333333,0.6949152542372882,5.347554,5.2438807,256
307,1,coattention_fusion,0.796282043945983,0.7333333333333333,0.6949152542372882,4.8753176,5.5183764,256
323,1,coattention_fusion,0.8248261902037077,0.23809523809523808,0.7241379310344828,5.225146,5.3959713,256
306,1,coattention_fusion,0.7967441062027922,0.3684210526315789,0.5151515151515151,5.3164663,5.246366,256
312,1,coattention_fusion,0.8456290054932477,0.3684210526315789,0.7241379310344828,5.1390114,5.4590726,256
327,1,coattention_fusion,0.8668216411078048,0.3684210526315789,0.6129032258064516,5.123445,5.370181,256
329,1,coattention_fusion,0.43467183566033407,0.4444444444444444,0.7241379310344828,5.2680254,5.308467,256
333,1,coattention_fusion,0.9183644712748911,0.3684210526315789,0.7543859649122807,5.167285,5.31059,256
347,1,coattention_fusion,0.5094930189974821,0.625,0.8518518518518519,5.0162506,5.067565,256
361,1,coattention_fusion,0.8264476997024489,0.625,0.639344262295082,5.1652846,5.263112,256
352,1,coattention_fusion,0.8115630006866558,0.5294117647058824,0.5873015873015873,5.2739973,5.5427504,256
318,1,coattention_fusion,-0.6305876630807964,0.0,0.0,5.399921,5.5403934,256
344,1,coattention_fusion,0.34683709086747533,0.625,0.6949152542372882,4.7801456,5.449267,256
388,1,coattention_fusion,0.5606960975051498,0.3684210526315789,0.3698630136986301,5.3612094,5.073329,256
422,1,coattention_fusion,0.504305905241474,0.3684210526315789,0.4084507042253521,5.4181256,5.543996,256
429,1,coattention_fusion,0.8287050812542914,0.3684210526315789,0.6949152542372882,5.3093824,5.4966087,256
392,1,coattention_fusion,0.6897831311512931,0.4444444444444444,0.42857142857142855,5.3690615,5.4474936,256
396,1,coattention_fusion,0.8657887960631722,0.7333333333333333,0.639344262295082,5.136098,5.357336,256
423,1,coattention_fusion,0.91210374227512,0.5294117647058824,0.639344262295082,4.9284606,5.475952,256
