fpr,tpr
0.0,0.0
0.0070921985815602835,0.0
0.014184397163120567,0.0
0.014184397163120567,0.09090909090909091
0.02127659574468085,0.11363636363636363
0.03546099290780142,0.11363636363636363
0.03546099290780142,0.13636363636363635
0.0425531914893617,0.13636363636363635
0.0425531914893617,0.18181818181818182
0.06382978723404255,0.18181818181818182
0.07092198581560284,0.18181818181818182
0.0851063829787234,0.18181818181818182
0.09219858156028368,0.18181818181818182
0.11347517730496454,0.18181818181818182
0.11347517730496454,0.20454545454545456
0.1347517730496454,0.20454545454545456
0.14184397163120568,0.22727272727272727
0.14893617021276595,0.22727272727272727
0.14893617021276595,0.25
0.16312056737588654,0.2727272727272727
0.16312056737588654,0.3181818181818182
0.1702127659574468,0.36363636363636365
0.1773049645390071,0.36363636363636365
0.18439716312056736,0.38636363636363635
0.19148936170212766,0.38636363636363635
0.19148936170212766,0.4318181818181818
0.20567375886524822,0.4318181818181818
0.20567375886524822,0.45454545454545453
0.2198581560283688,0.5
0.22695035460992907,0.5227272727272727
0.24113475177304963,0.5454545454545454
0.24113475177304963,0.5681818181818182
0.24822695035460993,0.5909090909090909
0.2553191489361702,0.5909090909090909
0.2553191489361702,0.6363636363636364
0.2765957446808511,0.6363636363636364
0.28368794326241137,0.6363636363636364
0.2978723404255319,0.6363636363636364
0.3049645390070922,0.6363636363636364
0.3262411347517731,0.6590909090909091
0.3475177304964539,0.6590909090909091
0.3617021276595745,0.6590909090909091
0.3971631205673759,0.6590909090909091
0.40425531914893614,0.6590909090909091
0.41134751773049644,0.6818181818181818
0.425531914893617,0.6818181818181818
0.44680851063829785,0.6818181818181818
0.44680851063829785,0.7045454545454546
0.45390070921985815,0.7045454545454546
0.46099290780141844,0.7272727272727273
0.46808510638297873,0.7272727272727273
0.475177304964539,0.7954545454545454
0.48226950354609927,0.7954545454545454
0.5035460992907801,0.7954545454545454
0.5106382978723404,0.7954545454545454
0.5106382978723404,0.8181818181818182
0.524822695035461,0.8409090909090909
0.5460992907801419,0.8409090909090909
0.5531914893617021,0.9090909090909091
0.5673758865248227,0.9090909090909091
0.6028368794326241,0.9090909090909091
0.6170212765957447,0.9090909090909091
0.624113475177305,0.9318181818181818
0.6453900709219859,0.9318181818181818
0.6524822695035462,0.9318181818181818
0.6666666666666666,0.9318181818181818
0.6737588652482269,0.9318181818181818
0.6950354609929078,0.9545454545454546
0.7092198581560284,0.9545454545454546
0.7304964539007093,0.9545454545454546
0.75177304964539,0.9545454545454546
0.7730496453900709,0.9545454545454546
0.8297872340425532,0.9545454545454546
0.8368794326241135,0.9545454545454546
0.851063829787234,0.9545454545454546
0.851063829787234,0.9772727272727273
0.8652482269503546,0.9772727272727273
0.8794326241134752,0.9772727272727273
0.8936170212765957,1.0
1.0,1.0
