fpr,tpr
0.0,0.0
0.0,0.022727272727272728
0.0,0.045454545454545456
0.0070921985815602835,0.045454545454545456
0.0070921985815602835,0.11363636363636363
0.014184397163120567,0.11363636363636363
0.014184397163120567,0.13636363636363635
0.02127659574468085,0.13636363636363635
0.02127659574468085,0.20454545454545456
0.05673758865248227,0.20454545454545456
0.05673758865248227,0.25
0.07801418439716312,0.25
0.07801418439716312,0.2727272727272727
0.0851063829787234,0.2727272727272727
0.0851063829787234,0.3181818181818182
0.09929078014184398,0.3181818181818182
0.09929078014184398,0.3409090909090909
0.12056737588652482,0.3409090909090909
0.12056737588652482,0.36363636363636365
0.1276595744680851,0.36363636363636365
0.1276595744680851,0.4318181818181818
0.1347517730496454,0.4318181818181818
0.1347517730496454,0.45454545454545453
0.14184397163120568,0.45454545454545453
0.14184397163120568,0.4772727272727273
0.1702127659574468,0.4772727272727273
0.1702127659574468,0.5
0.1773049645390071,0.5
0.1773049645390071,0.5227272727272727
0.18439716312056736,0.5227272727272727
0.18439716312056736,0.5454545454545454
0.19148936170212766,0.5454545454545454
0.19148936170212766,0.5681818181818182
0.2127659574468085,0.5681818181818182
0.2127659574468085,0.6136363636363636
0.22695035460992907,0.6136363636363636
0.22695035460992907,0.6590909090909091
0.24822695035460993,0.6590909090909091
0.24822695035460993,0.6818181818181818
0.3333333333333333,0.6818181818181818
0.3333333333333333,0.7272727272727273
0.3475177304964539,0.7272727272727273
0.3475177304964539,0.75
0.36879432624113473,0.75
0.36879432624113473,0.7954545454545454
0.375886524822695,0.7954545454545454
0.375886524822695,0.8181818181818182
0.3829787234042553,0.8181818181818182
0.3829787234042553,0.8409090909090909
0.3971631205673759,0.8409090909090909
0.3971631205673759,0.8636363636363636
0.41134751773049644,0.8636363636363636
0.41134751773049644,0.8863636363636364
0.4326241134751773,0.8863636363636364
0.4326241134751773,0.9090909090909091
0.624113475177305,0.9090909090909091
0.624113475177305,0.9318181818181818
0.6312056737588653,0.9318181818181818
0.6312056737588653,0.9545454545454546
0.8156028368794326,0.9545454545454546
0.8156028368794326,0.9772727272727273
0.900709219858156,0.9772727272727273
0.900709219858156,1.0
1.0,1.0
